dataset,model,seed,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss,best_epoch,elapsed_sec,meta_dataset_type,meta_source,meta_split_id,meta_make_undirected,meta_num_nodes,meta_num_edges,meta_edge_homophily,filter_weights
wisconsin,harp_no_signal,0,1.0,0.875,0.8823529481887817,0.00048165430780500174,0.5848833322525024,0.9923230409622192,105,5.261687994003296,geom_gcn,wisconsin,0,True,251,450,0.17777777777777778,"{'low': [0.3026023805141449, 0.21947002410888672, 0.2435285747051239, 0.2343990057706833], 'high': [0.48439911007881165, 0.25907525420188904, 0.2565256357192993]}"
wisconsin,mixhop,1,1.0,0.8374999761581421,0.8627451062202454,0.0004761081363540143,1.0762016773223877,0.6803297400474548,93,2.3598358631134033,geom_gcn,wisconsin,1,True,251,450,0.17777777777777778,
wisconsin,harp,1,1.0,0.8500000238418579,0.8627451062202454,0.00042421306716278195,0.9903032183647156,0.695564329624176,68,4.270375967025757,geom_gcn,wisconsin,1,True,251,450,0.17777777777777778,"{'low': [0.3226620554924011, 0.23615334928035736, 0.21841850876808167, 0.22276611626148224], 'high': [0.4694073498249054, 0.2735510468482971, 0.2570415735244751]}"
wisconsin,harp_low,1,1.0,0.699999988079071,0.6470588445663452,0.0649213045835495,1.4078348875045776,1.3450905084609985,29,2.499406576156616,geom_gcn,wisconsin,1,True,251,450,0.17777777777777778,"{'low': [0.36384907364845276, 0.21705582737922668, 0.20677661895751953, 0.21231846511363983], 'high': [0.3333333432674408, 0.3333333432674408, 0.3333333432674408]}"
wisconsin,harp_high,1,1.0,0.7124999761581421,0.8627451062202454,0.01283602137118578,1.1767795085906982,0.7655113339424133,15,2.3890228271484375,geom_gcn,wisconsin,1,True,251,450,0.17777777777777778,"{'low': [0.25, 0.25, 0.25, 0.25], 'high': [0.35677656531333923, 0.3027573227882385, 0.3404660224914551]}"
wisconsin,harp_no_signal,1,1.0,0.8500000238418579,0.8823529481887817,0.00047594960778951645,0.918968677520752,0.7019540667533875,93,5.1770339012146,geom_gcn,wisconsin,1,True,251,450,0.17777777777777778,"{'low': [0.32451778650283813, 0.2339370995759964, 0.21956969797611237, 0.22197547554969788], 'high': [0.4847635328769684, 0.26461026072502136, 0.25062623620033264]}"
wisconsin,mixhop,2,1.0,0.887499988079071,0.8823529481887817,0.0004335009434726089,0.7636269330978394,0.5815568566322327,109,2.7760777473449707,geom_gcn,wisconsin,2,True,251,450,0.17777777777777778,
wisconsin,harp,2,1.0,0.8999999761581421,0.8627451062202454,0.0010069411946460605,0.47582054138183594,0.3648955523967743,39,3.4772818088531494,geom_gcn,wisconsin,2,True,251,450,0.17777777777777778,"{'low': [0.33166244626045227, 0.22362682223320007, 0.2222830355167389, 0.22242766618728638], 'high': [0.45191752910614014, 0.2749035656452179, 0.27317890524864197]}"
wisconsin,harp_low,2,1.0,0.824999988079071,0.7843137383460999,0.0005285782972350717,1.097181797027588,0.851561427116394,238,6.753842353820801,geom_gcn,wisconsin,2,True,251,450,0.17777777777777778,"{'low': [0.565981924533844, 0.13878849148750305, 0.14734427630901337, 0.1478853076696396], 'high': [0.3333333432674408, 0.3333333432674408, 0.3333333432674408]}"
wisconsin,harp_high,2,1.0,0.8125,0.8823529481887817,0.00100067222956568,0.9508870244026184,0.7482916712760925,34,2.4518444538116455,geom_gcn,wisconsin,2,True,251,450,0.17777777777777778,"{'low': [0.25, 0.25, 0.25, 0.25], 'high': [0.3584814667701721, 0.28557586669921875, 0.3559426963329315]}"
wisconsin,harp_no_signal,2,1.0,0.9125000238418579,0.9215686321258545,0.00029834473389200866,0.5316277742385864,0.41178297996520996,73,4.07177996635437,geom_gcn,wisconsin,2,True,251,450,0.17777777777777778,"{'low': [0.3358590006828308, 0.2225654572248459, 0.2210652381181717, 0.2205103039741516], 'high': [0.479427695274353, 0.2642570734024048, 0.2563152611255646]}"
wisconsin,mixhop,3,0.9833333492279053,0.824999988079071,0.8235294222831726,0.09809660166501999,0.7584285736083984,0.5219433307647705,8,1.0032131671905518,geom_gcn,wisconsin,3,True,251,450,0.17777777777777778,
wisconsin,harp,3,1.0,0.887499988079071,0.9411764740943909,0.00030344314291141927,0.7809531688690186,0.19108439981937408,59,3.9822545051574707,geom_gcn,wisconsin,3,True,251,450,0.17777777777777778,"{'low': [0.3036321997642517, 0.2285860776901245, 0.2348731905221939, 0.23290854692459106], 'high': [0.4301983118057251, 0.30032020807266235, 0.26948150992393494]}"
wisconsin,harp_low,3,1.0,0.800000011920929,0.8039215803146362,0.0006225068354979157,1.0046277046203613,0.88218092918396,239,6.371426105499268,geom_gcn,wisconsin,3,True,251,450,0.17777777777777778,"{'low': [0.5493761301040649, 0.1418720781803131, 0.15327619016170502, 0.15547552704811096], 'high': [0.3333333432674408, 0.3333333432674408, 0.3333333432674408]}"
wisconsin,harp_high,3,0.9666666388511658,0.800000011920929,0.7450980544090271,0.17287106812000275,0.6300354599952698,0.7740048170089722,5,1.5319318771362305,geom_gcn,wisconsin,3,True,251,450,0.17777777777777778,"{'low': [0.25, 0.25, 0.25, 0.25], 'high': [0.32081037759780884, 0.3364706039428711, 0.34271901845932007]}"
